"Step","cnn_dr_0.9 - test acc","cnn_dr_0.9 - test acc__MIN","cnn_dr_0.9 - test acc__MAX","cnn_dr_0.8 - test acc","cnn_dr_0.8 - test acc__MIN","cnn_dr_0.8 - test acc__MAX","cnn_dr_0.7 - test acc","cnn_dr_0.7 - test acc__MIN","cnn_dr_0.7 - test acc__MAX","cnn_dr_0.6 - test acc","cnn_dr_0.6 - test acc__MIN","cnn_dr_0.6 - test acc__MAX","cnn_dr_0.5 - test acc","cnn_dr_0.5 - test acc__MIN","cnn_dr_0.5 - test acc__MAX","cnn_dr_0.4 - test acc","cnn_dr_0.4 - test acc__MIN","cnn_dr_0.4 - test acc__MAX","cnn_dr_0.3 - test acc","cnn_dr_0.3 - test acc__MIN","cnn_dr_0.3 - test acc__MAX","cnn_dr_0.2 - test acc","cnn_dr_0.2 - test acc__MIN","cnn_dr_0.2 - test acc__MAX","cnn_dr_0.1 - test acc","cnn_dr_0.1 - test acc__MIN","cnn_dr_0.1 - test acc__MAX"
"49","0.4791999891400337","0.4791999891400337","0.4791999891400337","0.6334999865293502","0.6334999865293502","0.6334999865293502","0.6922999823093414","0.6922999823093414","0.6922999823093414","0.7258999842405319","0.7258999842405319","0.7258999842405319","0.7441999846696854","0.7441999846696854","0.7441999846696854","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"50","0.48289998710155485","0.48289998710155485","0.48289998710155485","0.633999987244606","0.633999987244606","0.633999987244606","0.6967999827861786","0.6967999827861786","0.6967999827861786","0.7258999842405319","0.7258999842405319","0.7258999842405319","0.7441999846696854","0.7441999846696854","0.7441999846696854","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"51","0.48289998710155485","0.48289998710155485","0.48289998710155485","0.633999987244606","0.633999987244606","0.633999987244606","0.6976999813318252","0.6976999813318252","0.6976999813318252","0.7258999842405319","0.7258999842405319","0.7258999842405319","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"52","0.48289998710155485","0.48289998710155485","0.48289998710155485","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.6976999813318252","0.6976999813318252","0.6976999813318252","0.7258999842405319","0.7258999842405319","0.7258999842405319","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"53","0.48289998710155485","0.48289998710155485","0.48289998710155485","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.6994999837875366","0.6994999837875366","0.6994999837875366","0.7258999842405319","0.7258999842405319","0.7258999842405319","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"54","0.48289998710155485","0.48289998710155485","0.48289998710155485","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.6994999837875366","0.6994999837875366","0.6994999837875366","0.7258999842405319","0.7258999842405319","0.7258999842405319","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"55","0.4829999876022339","0.4829999876022339","0.4829999876022339","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.6994999837875366","0.6994999837875366","0.6994999837875366","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"56","0.49349998533725736","0.49349998533725736","0.49349998533725736","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.6994999837875366","0.6994999837875366","0.6994999837875366","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"57","0.49349998533725736","0.49349998533725736","0.49349998533725736","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.6971999830007554","0.6971999830007554","0.6971999830007554","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"58","0.49349998533725736","0.49349998533725736","0.49349998533725736","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.6971999830007554","0.6971999830007554","0.6971999830007554","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"59","0.49349998533725736","0.49349998533725736","0.49349998533725736","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.6971999830007554","0.6971999830007554","0.6971999830007554","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"60","0.49269998908042906","0.49269998908042906","0.49269998908042906","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.6971999830007554","0.6971999830007554","0.6971999830007554","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"61","0.49269998908042906","0.49269998908042906","0.49269998908042906","0.6457999822497368","0.6457999822497368","0.6457999822497368","0.7047999835014344","0.7047999835014344","0.7047999835014344","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"62","0.49269998908042906","0.49269998908042906","0.49269998908042906","0.6500999799370766","0.6500999799370766","0.6500999799370766","0.7014999848604202","0.7014999848604202","0.7014999848604202","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7413999789953232","0.7413999789953232","0.7413999789953232","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"63","0.49269998908042906","0.49269998908042906","0.49269998908042906","0.6500999799370766","0.6500999799370766","0.6500999799370766","0.7014999848604202","0.7014999848604202","0.7014999848604202","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"64","0.49269998908042906","0.49269998908042906","0.49269998908042906","0.6500999799370766","0.6500999799370766","0.6500999799370766","0.7014999848604202","0.7014999848604202","0.7014999848604202","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"65","0.4982999882102013","0.4982999882102013","0.4982999882102013","0.6512999832630157","0.6512999832630157","0.6512999832630157","0.7014999848604202","0.7014999848604202","0.7014999848604202","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"66","0.4982999882102013","0.4982999882102013","0.4982999882102013","0.6512999832630157","0.6512999832630157","0.6512999832630157","0.7014999788999557","0.7014999788999557","0.7014999788999557","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"67","0.4982999882102013","0.4982999882102013","0.4982999882102013","0.6512999832630157","0.6512999832630157","0.6512999832630157","0.7014999788999557","0.7014999788999557","0.7014999788999557","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"68","0.4982999882102013","0.4982999882102013","0.4982999882102013","0.6451999849081039","0.6451999849081039","0.6451999849081039","0.7014999788999557","0.7014999788999557","0.7014999788999557","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"69","0.4982999882102013","0.4982999882102013","0.4982999882102013","0.6523999834060669","0.6523999834060669","0.6523999834060669","0.7014999788999557","0.7014999788999557","0.7014999788999557","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"70","0.4982999882102013","0.4982999882102013","0.4982999882102013","0.6523999834060669","0.6523999834060669","0.6523999834060669","0.7038999855518341","0.7038999855518341","0.7038999855518341","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"71","0.4982999882102013","0.4982999882102013","0.4982999882102013","0.6523999834060669","0.6523999834060669","0.6523999834060669","0.7038999855518341","0.7038999855518341","0.7038999855518341","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"72","0.5004999879002571","0.5004999879002571","0.5004999879002571","0.6534999853372574","0.6534999853372574","0.6534999853372574","0.7038999855518341","0.7038999855518341","0.7038999855518341","0.7257999831438064","0.7257999831438064","0.7257999831438064","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"73","0.5107999858260155","0.5107999858260155","0.5107999858260155","0.6534999853372574","0.6534999853372574","0.6534999853372574","0.7038999855518341","0.7038999855518341","0.7038999855518341","0.7279999810457229","0.7279999810457229","0.7279999810457229","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"74","0.5107999858260155","0.5107999858260155","0.5107999858260155","0.6543999868631363","0.6543999868631363","0.6543999868631363","0.7038999855518341","0.7038999855518341","0.7038999855518341","0.7279999810457229","0.7279999810457229","0.7279999810457229","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"75","0.5107999858260155","0.5107999858260155","0.5107999858260155","0.6543999868631363","0.6543999868631363","0.6543999868631363","0.707499982714653","0.707499982714653","0.707499982714653","0.7279999810457229","0.7279999810457229","0.7279999810457229","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"76","0.5107999858260155","0.5107999858260155","0.5107999858260155","0.6534999841451645","0.6534999841451645","0.6534999841451645","0.707499982714653","0.707499982714653","0.707499982714653","0.7279999810457229","0.7279999810457229","0.7279999810457229","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"77","0.5107999858260155","0.5107999858260155","0.5107999858260155","0.6534999841451645","0.6534999841451645","0.6534999841451645","0.7045999854803086","0.7045999854803086","0.7045999854803086","0.7279999810457229","0.7279999810457229","0.7279999810457229","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"78","0.5107999858260155","0.5107999858260155","0.5107999858260155","0.6589999818801879","0.6589999818801879","0.6589999818801879","0.7045999854803086","0.7045999854803086","0.7045999854803086","0.7279999810457229","0.7279999810457229","0.7279999810457229","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"79","0.5107999858260155","0.5107999858260155","0.5107999858260155","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.7045999854803086","0.7045999854803086","0.7045999854803086","0.7279999810457229","0.7279999810457229","0.7279999810457229","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"80","0.5107999858260155","0.5107999858260155","0.5107999858260155","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.7045999854803086","0.7045999854803086","0.7045999854803086","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"81","0.5107999858260155","0.5107999858260155","0.5107999858260155","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.7045999854803086","0.7045999854803086","0.7045999854803086","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"82","0.5112999859452247","0.5112999859452247","0.5112999859452247","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.7045999854803086","0.7045999854803086","0.7045999854803086","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"83","0.5112999859452247","0.5112999859452247","0.5112999859452247","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.7079999846220016","0.7079999846220016","0.7079999846220016","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"84","0.5112999859452247","0.5112999859452247","0.5112999859452247","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.7079999846220016","0.7079999846220016","0.7079999846220016","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"85","0.5112999859452247","0.5112999859452247","0.5112999859452247","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.7079999846220016","0.7079999846220016","0.7079999846220016","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"86","0.5112999859452247","0.5112999859452247","0.5112999859452247","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.7079999846220016","0.7079999846220016","0.7079999846220016","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"87","0.5168999862670899","0.5168999862670899","0.5168999862670899","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.711799983382225","0.711799983382225","0.711799983382225","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"88","0.5168999862670899","0.5168999862670899","0.5168999862670899","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.711799983382225","0.711799983382225","0.711799983382225","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"89","0.5168999862670899","0.5168999862670899","0.5168999862670899","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.711799983382225","0.711799983382225","0.711799983382225","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7461999815702438","0.7461999815702438","0.7461999815702438","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"90","0.5168999862670899","0.5168999862670899","0.5168999862670899","0.6596999856829643","0.6596999856829643","0.6596999856829643","0.711799983382225","0.711799983382225","0.711799983382225","0.7291999804973602","0.7291999804973602","0.7291999804973602","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"91","0.5225999876856804","0.5225999876856804","0.5225999876856804","0.661499981880188","0.661499981880188","0.661499981880188","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"92","0.5225999876856804","0.5225999876856804","0.5225999876856804","0.6629999858140946","0.6629999858140946","0.6629999858140946","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"93","0.5225999876856804","0.5225999876856804","0.5225999876856804","0.6629999858140946","0.6629999858140946","0.6629999858140946","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"94","0.523199985921383","0.523199985921383","0.523199985921383","0.6629999858140946","0.6629999858140946","0.6629999858140946","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"95","0.523199985921383","0.523199985921383","0.523199985921383","0.6629999858140946","0.6629999858140946","0.6629999858140946","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"96","0.5299999874830246","0.5299999874830246","0.5299999874830246","0.6629999858140946","0.6629999858140946","0.6629999858140946","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"97","0.5299999874830246","0.5299999874830246","0.5299999874830246","0.6627999818325043","0.6627999818325043","0.6627999818325043","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"98","0.5299999874830246","0.5299999874830246","0.5299999874830246","0.6627999818325043","0.6627999818325043","0.6627999818325043","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"99","0.5299999874830246","0.5299999874830246","0.5299999874830246","0.6667999848723412","0.6667999848723412","0.6667999848723412","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
"100","0.5299999874830246","0.5299999874830246","0.5299999874830246","0.6667999848723412","0.6667999848723412","0.6667999848723412","0.711799983382225","0.711799983382225","0.711799983382225","0.7256999850273133","0.7256999850273133","0.7256999850273133","0.7477999848127365","0.7477999848127365","0.7477999848127365","0.7461999821662902","0.7461999821662902","0.7461999821662902","0.7494999814033508","0.7494999814033508","0.7494999814033508","0.7529999822378158","0.7529999822378158","0.7529999822378158","0.7592999804019928","0.7592999804019928","0.7592999804019928"
