"Step","dr_0.9 - train acc","dr_0.9 - train acc__MIN","dr_0.9 - train acc__MAX","dr_0.8 - train acc","dr_0.8 - train acc__MIN","dr_0.8 - train acc__MAX","dr_0.7 - train acc","dr_0.7 - train acc__MIN","dr_0.7 - train acc__MAX","dr_0.6 - train acc","dr_0.6 - train acc__MIN","dr_0.6 - train acc__MAX","dr_0.5 - train acc","dr_0.5 - train acc__MIN","dr_0.5 - train acc__MAX","dr_0.4 - train acc","dr_0.4 - train acc__MIN","dr_0.4 - train acc__MAX","dr_0.3 - train acc","dr_0.3 - train acc__MIN","dr_0.3 - train acc__MAX","dr_0.2 - train acc","dr_0.2 - train acc__MIN","dr_0.2 - train acc__MAX","dr_0.1 - train acc","dr_0.1 - train acc__MIN","dr_0.1 - train acc__MAX"
"51","0.47162498749792575","0.47162498749792575","0.47162498749792575","0.5698749879747629","0.5698749879747629","0.5698749879747629","0.6416749865561724","0.6416749865561724","0.6416749865561724","0.7087499824166298","0.7087499824166298","0.7087499824166298","0.7693999812006951","0.7693999812006951","0.7693999812006951","0.8208749787509442","0.8208749787509442","0.8208749787509442","0.865199979096651","0.865199979096651","0.865199979096651","0.9018499803543091","0.9018499803543091","0.9018499803543091","0.9352749821543693","0.9352749821543693","0.9352749821543693"
"52","0.4690249882638454","0.4690249882638454","0.4690249882638454","0.56777498729527","0.56777498729527","0.56777498729527","0.642424984201789","0.642424984201789","0.642424984201789","0.7117749834060669","0.7117749834060669","0.7117749834060669","0.7721249794960022","0.7721249794960022","0.7721249794960022","0.8258999785780907","0.8258999785780907","0.8258999785780907","0.8700749811530113","0.8700749811530113","0.8700749811530113","0.9034499804675579","0.9034499804675579","0.9034499804675579","0.9333749817311764","0.9333749817311764","0.9333749817311764"
"53","0.47162498757243154","0.47162498757243154","0.47162498757243154","0.5691749878972768","0.5691749878972768","0.5691749878972768","0.6453499851375818","0.6453499851375818","0.6453499851375818","0.7129999846220016","0.7129999846220016","0.7129999846220016","0.7773749801516533","0.7773749801516533","0.7773749801516533","0.8280249789357186","0.8280249789357186","0.8280249789357186","0.8672499795258045","0.8672499795258045","0.8672499795258045","0.9074249817430973","0.9074249817430973","0.9074249817430973","0.9384249818325042","0.9384249818325042","0.9384249818325042"
"54","0.4735999871045351","0.4735999871045351","0.4735999871045351","0.5719999862462282","0.5719999862462282","0.5719999862462282","0.6444249849766492","0.6444249849766492","0.6444249849766492","0.7145999823510647","0.7145999823510647","0.7145999823510647","0.7744499821960926","0.7744499821960926","0.7744499821960926","0.832324979454279","0.832324979454279","0.832324979454279","0.871324979364872","0.871324979364872","0.871324979364872","0.9066749811172485","0.9066749811172485","0.9066749811172485","0.9325999820232391","0.9325999820232391","0.9325999820232391"
"55","0.4740749878436327","0.4740749878436327","0.4740749878436327","0.5683999868482351","0.5683999868482351","0.5683999868482351","0.6450499866157771","0.6450499866157771","0.6450499866157771","0.7180499838292599","0.7180499838292599","0.7180499838292599","0.78257498010993","0.78257498010993","0.78257498010993","0.8316249804198742","0.8316249804198742","0.8316249804198742","0.8736499799787998","0.8736499799787998","0.8736499799787998","0.912099980711937","0.912099980711937","0.912099980711937","0.9397249834239483","0.9397249834239483","0.9397249834239483"
"56","0.47172498755156994","0.47172498755156994","0.47172498755156994","0.5734749871492386","0.5734749871492386","0.5734749871492386","0.6518999855220318","0.6518999855220318","0.6518999855220318","0.7203749836981297","0.7203749836981297","0.7203749836981297","0.781699980199337","0.781699980199337","0.781699980199337","0.8364999783039093","0.8364999783039093","0.8364999783039093","0.877299979776144","0.877299979776144","0.877299979776144","0.9135999812185764","0.9135999812185764","0.9135999812185764","0.9425249819457531","0.9425249819457531","0.9425249819457531"
"57","0.47902498729527","0.47902498729527","0.47902498729527","0.5720999861508608","0.5720999861508608","0.5720999861508608","0.6541749846935272","0.6541749846935272","0.6541749846935272","0.7267499843239784","0.7267499843239784","0.7267499843239784","0.7857249817252159","0.7857249817252159","0.7857249817252159","0.8386249777674675","0.8386249777674675","0.8386249777674675","0.8796499791741371","0.8796499791741371","0.8796499791741371","0.9112499833106995","0.9112499833106995","0.9112499833106995","0.9432999826967716","0.9432999826967716","0.9432999826967716"
"58","0.47634998716413973","0.47634998716413973","0.47634998716413973","0.5762499879300594","0.5762499879300594","0.5762499879300594","0.6536499843746424","0.6536499843746424","0.6536499843746424","0.7288749833405018","0.7288749833405018","0.7288749833405018","0.7886249795556068","0.7886249795556068","0.7886249795556068","0.8417249789834023","0.8417249789834023","0.8417249789834023","0.8785999803245068","0.8785999803245068","0.8785999803245068","0.9163499835133553","0.9163499835133553","0.9163499835133553","0.9345249825716019","0.9345249825716019","0.9345249825716019"
"59","0.4767499881237745","0.4767499881237745","0.4767499881237745","0.5795499874651432","0.5795499874651432","0.5795499874651432","0.6565249847620725","0.6565249847620725","0.6565249847620725","0.7290999825298786","0.7290999825298786","0.7290999825298786","0.7910249790549279","0.7910249790549279","0.7910249790549279","0.8450749780237675","0.8450749780237675","0.8450749780237675","0.88507498010993","0.88507498010993","0.88507498010993","0.9161999820172787","0.9161999820172787","0.9161999820172787","0.945574981123209","0.945574981123209","0.945574981123209"
"60","0.4813999880105257","0.4813999880105257","0.4813999880105257","0.5784249868988991","0.5784249868988991","0.5784249868988991","0.6615499831736088","0.6615499831736088","0.6615499831736088","0.7304249812662601","0.7304249812662601","0.7304249812662601","0.7931749799847603","0.7931749799847603","0.7931749799847603","0.8423999784886838","0.8423999784886838","0.8423999784886838","0.8859999819099903","0.8859999819099903","0.8859999819099903","0.9204249818623066","0.9204249818623066","0.9204249818623066","0.9463749800622463","0.9463749800622463","0.9463749800622463"
"61","0.48217498764395716","0.48217498764395716","0.48217498764395716","0.5830499869585037","0.5830499869585037","0.5830499869585037","0.6644749839603901","0.6644749839603901","0.6644749839603901","0.7316499812901021","0.7316499812901021","0.7316499812901021","0.7947249798476697","0.7947249798476697","0.7947249798476697","0.8480749796330929","0.8480749796330929","0.8480749796330929","0.8882999803125858","0.8882999803125858","0.8882999803125858","0.9168499839305878","0.9168499839305878","0.9168499839305878","0.9429999831318855","0.9429999831318855","0.9429999831318855"
"62","0.4788999876379967","0.4788999876379967","0.4788999876379967","0.5826749862730503","0.5826749862730503","0.5826749862730503","0.6670249835401774","0.6670249835401774","0.6670249835401774","0.7359499837458133","0.7359499837458133","0.7359499837458133","0.7969999790191651","0.7969999790191651","0.7969999790191651","0.85049997985363","0.85049997985363","0.85049997985363","0.8880749814212322","0.8880749814212322","0.8880749814212322","0.9212749816477299","0.9212749816477299","0.9212749816477299","0.9471999828517437","0.9471999828517437","0.9471999828517437"
"63","0.4807749868929386","0.4807749868929386","0.4807749868929386","0.5835249854624271","0.5835249854624271","0.5835249854624271","0.6693999846279621","0.6693999846279621","0.6693999846279621","0.7424499815702439","0.7424499815702439","0.7424499815702439","0.8022249791026116","0.8022249791026116","0.8022249791026116","0.8523999801278115","0.8523999801278115","0.8523999801278115","0.8914749805629253","0.8914749805629253","0.8914749805629253","0.9206249833106994","0.9206249833106994","0.9206249833106994","0.9488749791681766","0.9488749791681766","0.9488749791681766"
"64","0.4780249879509211","0.4780249879509211","0.4780249879509211","0.5866999873518943","0.5866999873518943","0.5866999873518943","0.6680249847471714","0.6680249847471714","0.6680249847471714","0.7387249818444253","0.7387249818444253","0.7387249818444253","0.8046999798715114","0.8046999798715114","0.8046999798715114","0.850224978029728","0.850224978029728","0.850224978029728","0.892474979609251","0.892474979609251","0.892474979609251","0.9223249812424182","0.9223249812424182","0.9223249812424182","0.9487749806046486","0.9487749806046486","0.9487749806046486"
"65","0.48362498827278616","0.48362498827278616","0.48362498827278616","0.5851749877631665","0.5851749877631665","0.5851749877631665","0.6714749850332737","0.6714749850332737","0.6714749850332737","0.7456999829411507","0.7456999829411507","0.7456999829411507","0.8043749777972699","0.8043749777972699","0.8043749777972699","0.8535249790549279","0.8535249790549279","0.8535249790549279","0.8953999802470207","0.8953999802470207","0.8953999802470207","0.9240749816596509","0.9240749816596509","0.9240749816596509","0.9532999783754349","0.9532999783754349","0.9532999783754349"
"66","0.48372498668730257","0.48372498668730257","0.48372498668730257","0.5896499870717525","0.5896499870717525","0.5896499870717525","0.6747249834239483","0.6747249834239483","0.6747249834239483","0.7471749813854694","0.7471749813854694","0.7471749813854694","0.806174978017807","0.806174978017807","0.806174978017807","0.8560249796509742","0.8560249796509742","0.8560249796509742","0.8942249804735184","0.8942249804735184","0.8942249804735184","0.9304999840259552","0.9304999840259552","0.9304999840259552","0.9458999805152416","0.9458999805152416","0.9458999805152416"
"67","0.4838999872654676","0.4838999872654676","0.4838999872654676","0.5902749865502119","0.5902749865502119","0.5902749865502119","0.6782249850034714","0.6782249850034714","0.6782249850034714","0.746474981456995","0.746474981456995","0.746474981456995","0.809974979609251","0.809974979609251","0.809974979609251","0.8586249801516533","0.8586249801516533","0.8586249801516533","0.8978249794244766","0.8978249794244766","0.8978249794244766","0.9269499829411507","0.9269499829411507","0.9269499829411507","0.9508749794960022","0.9508749794960022","0.9508749794960022"
"68","0.4820499872416258","0.4820499872416258","0.4820499872416258","0.5883999890089036","0.5883999890089036","0.5883999890089036","0.675099985152483","0.675099985152483","0.675099985152483","0.7498249819874764","0.7498249819874764","0.7498249819874764","0.8103749798238278","0.8103749798238278","0.8103749798238278","0.8629749794304371","0.8629749794304371","0.8629749794304371","0.8962749813497066","0.8962749813497066","0.8962749813497066","0.9274749828875065","0.9274749828875065","0.9274749828875065","0.949549981802702","0.949549981802702","0.949549981802702"
"69","0.48352498821914197","0.48352498821914197","0.48352498821914197","0.5925249874591827","0.5925249874591827","0.5925249874591827","0.6740999837219716","0.6740999837219716","0.6740999837219716","0.751174981892109","0.751174981892109","0.751174981892109","0.8133999782800675","0.8133999782800675","0.8133999782800675","0.8622749808430672","0.8622749808430672","0.8622749808430672","0.9001499818265438","0.9001499818265438","0.9001499818265438","0.9273749837279319","0.9273749837279319","0.9273749837279319","0.9506999801099301","0.9506999801099301","0.9506999801099301"
"70","0.486699987128377","0.486699987128377","0.486699987128377","0.5958749871701002","0.5958749871701002","0.5958749871701002","0.6794499850273132","0.6794499850273132","0.6794499850273132","0.7543999828398228","0.7543999828398228","0.7543999828398228","0.8166999788582325","0.8166999788582325","0.8166999788582325","0.8616999781131744","0.8616999781131744","0.8616999781131744","0.9024749810993672","0.9024749810993672","0.9024749810993672","0.9305749830603599","0.9305749830603599","0.9305749830603599","0.9524999795854092","0.9524999795854092","0.9524999795854092"
"71","0.4877249863743782","0.4877249863743782","0.4877249863743782","0.5921249888837338","0.5921249888837338","0.5921249888837338","0.6812249848246574","0.6812249848246574","0.6812249848246574","0.7565999808907509","0.7565999808907509","0.7565999808907509","0.818349978029728","0.818349978029728","0.818349978029728","0.8674499800801277","0.8674499800801277","0.8674499800801277","0.9063499802350998","0.9063499802350998","0.9063499802350998","0.9298999825119972","0.9298999825119972","0.9298999825119972","0.9527749790251255","0.9527749790251255","0.9527749790251255"
"72","0.48502498887479306","0.48502498887479306","0.48502498887479306","0.5918249866366386","0.5918249866366386","0.5918249866366386","0.6826749837398529","0.6826749837398529","0.6826749837398529","0.7591499814391136","0.7591499814391136","0.7591499814391136","0.8213499777019024","0.8213499777019024","0.8213499777019024","0.8659249803423882","0.8659249803423882","0.8659249803423882","0.9031499809026718","0.9031499809026718","0.9031499809026718","0.9352999822795391","0.9352999822795391","0.9352999822795391","0.9542999778687954","0.9542999778687954","0.9542999778687954"
"73","0.4857749880105257","0.4857749880105257","0.4857749880105257","0.5960499872267246","0.5960499872267246","0.5960499872267246","0.6867249837517738","0.6867249837517738","0.6867249837517738","0.7613499821722507","0.7613499821722507","0.7613499821722507","0.8210999774932861","0.8210999774932861","0.8210999774932861","0.868924979865551","0.868924979865551","0.868924979865551","0.9040749818086624","0.9040749818086624","0.9040749818086624","0.9340249826014042","0.9340249826014042","0.9340249826014042","0.9557749788463116","0.9557749788463116","0.9557749788463116"
"74","0.4869249863922596","0.4869249863922596","0.4869249863922596","0.5985499872267246","0.5985499872267246","0.5985499872267246","0.6860249841213226","0.6860249841213226","0.6860249841213226","0.7621999798715114","0.7621999798715114","0.7621999798715114","0.8216999779641628","0.8216999779641628","0.8216999779641628","0.8757499800622464","0.8757499800622464","0.8757499800622464","0.9055749817192554","0.9055749817192554","0.9055749817192554","0.9323249827325344","0.9323249827325344","0.9323249827325344","0.9583249768614769","0.9583249768614769","0.9583249768614769"
"75","0.48897498823702334","0.48897498823702334","0.48897498823702334","0.5962999867647887","0.5962999867647887","0.5962999867647887","0.6899249838292598","0.6899249838292598","0.6899249838292598","0.7637749806046485","0.7637749806046485","0.7637749806046485","0.823924979865551","0.823924979865551","0.823924979865551","0.8719749794900418","0.8719749794900418","0.8719749794900418","0.9067499813437462","0.9067499813437462","0.9067499813437462","0.93534998357296","0.93534998357296","0.93534998357296","0.9565749780833721","0.9565749780833721","0.9565749780833721"
"76","0.4912499879300594","0.4912499879300594","0.4912499879300594","0.5995749888569116","0.5995749888569116","0.5995749888569116","0.6900999835133552","0.6900999835133552","0.6900999835133552","0.7644499807059765","0.7644499807059765","0.7644499807059765","0.8277499787509441","0.8277499787509441","0.8277499787509441","0.873699978441","0.873699978441","0.873699978441","0.9103249818086624","0.9103249818086624","0.9103249818086624","0.936499981880188","0.936499981880188","0.936499981880188","0.9569749779999256","0.9569749779999256","0.9569749779999256"
"77","0.4901999875158072","0.4901999875158072","0.4901999875158072","0.6015999881923199","0.6015999881923199","0.6015999881923199","0.6901499852538109","0.6901499852538109","0.6901499852538109","0.7649999828636647","0.7649999828636647","0.7649999828636647","0.8270249795913697","0.8270249795913697","0.8270249795913697","0.8757999788224697","0.8757999788224697","0.8757999788224697","0.9081499810516834","0.9081499810516834","0.9081499810516834","0.937774983048439","0.937774983048439","0.937774983048439","0.956924977004528","0.956924977004528","0.956924977004528"
"78","0.4909499866515398","0.4909499866515398","0.4909499866515398","0.595824989080429","0.595824989080429","0.595824989080429","0.6937999825179577","0.6937999825179577","0.6937999825179577","0.7711249813437462","0.7711249813437462","0.7711249813437462","0.8295499777793884","0.8295499777793884","0.8295499777793884","0.8744499798119069","0.8744499798119069","0.8744499798119069","0.9114249794185162","0.9114249794185162","0.9114249794185162","0.9371499821543694","0.9371499821543694","0.9371499821543694","0.9598999764025211","0.9598999764025211","0.9598999764025211"
"79","0.488124987334013","0.488124987334013","0.488124987334013","0.603624988719821","0.603624988719821","0.603624988719821","0.698674985319376","0.698674985319376","0.698674985319376","0.77174997985363","0.77174997985363","0.77174997985363","0.8288999783992768","0.8288999783992768","0.8288999783992768","0.8776249806582928","0.8776249806582928","0.8776249806582928","0.9125499810278416","0.9125499810278416","0.9125499810278416","0.936174983382225","0.936174983382225","0.936174983382225","0.9565999780595302","0.9565999780595302","0.9565999780595302"
"80","0.49049998722970484","0.49049998722970484","0.49049998722970484","0.6053249876201153","0.6053249876201153","0.6053249876201153","0.6969499841332436","0.6969499841332436","0.6969499841332436","0.771274981200695","0.771274981200695","0.771274981200695","0.8384999784827233","0.8384999784827233","0.8384999784827233","0.8811999802291394","0.8811999802291394","0.8811999802291394","0.9135499814152718","0.9135499814152718","0.9135499814152718","0.9374749827384948","0.9374749827384948","0.9374749827384948","0.9609749752283097","0.9609749752283097","0.9609749752283097"
"81","0.49384998649358747","0.49384998649358747","0.49384998649358747","0.6053499879688025","0.6053499879688025","0.6053499879688025","0.6955499836802482","0.6955499836802482","0.6955499836802482","0.7748249807953834","0.7748249807953834","0.7748249807953834","0.8337999783456326","0.8337999783456326","0.8337999783456326","0.8764499799907207","0.8764499799907207","0.8764499799907207","0.9130999828875065","0.9130999828875065","0.9130999828875065","0.9394749820232391","0.9394749820232391","0.9394749820232391","0.9636999745666981","0.9636999745666981","0.9636999745666981"
"82","0.4946749873459339","0.4946749873459339","0.4946749873459339","0.6068249855190515","0.6068249855190515","0.6068249855190515","0.7004499857127666","0.7004499857127666","0.7004499857127666","0.7754999792575836","0.7754999792575836","0.7754999792575836","0.8352499790489674","0.8352499790489674","0.8352499790489674","0.8805749799311161","0.8805749799311161","0.8805749799311161","0.9147249814867974","0.9147249814867974","0.9147249814867974","0.941999983638525","0.941999983638525","0.941999983638525","0.9552499793469906","0.9552499793469906","0.9552499793469906"
"83","0.49287498742341995","0.49287498742341995","0.49287498742341995","0.6049999871850014","0.6049999871850014","0.6049999871850014","0.7011249835789204","0.7011249835789204","0.7011249835789204","0.7773499812185765","0.7773499812185765","0.7773499812185765","0.8335999788343906","0.8335999788343906","0.8335999788343906","0.8849249798059463","0.8849249798059463","0.8849249798059463","0.9150999815762043","0.9150999815762043","0.9150999815762043","0.9436749808490277","0.9436749808490277","0.9436749808490277","0.9581249761581421","0.9581249761581421","0.9581249761581421"
"84","0.49602498695254327","0.49602498695254327","0.49602498695254327","0.6070249886065722","0.6070249886065722","0.6070249886065722","0.7037999829649926","0.7037999829649926","0.7037999829649926","0.7783249782025814","0.7783249782025814","0.7783249782025814","0.8422499787807465","0.8422499787807465","0.8422499787807465","0.8851749818027019","0.8851749818027019","0.8851749818027019","0.9190749821066856","0.9190749821066856","0.9190749821066856","0.9408499820530415","0.9408499820530415","0.9408499820530415","0.9632249748706818","0.9632249748706818","0.9632249748706818"
"85","0.49434998743236064","0.49434998743236064","0.49434998743236064","0.6066249867528677","0.6066249867528677","0.6066249867528677","0.704074983894825","0.704074983894825","0.704074983894825","0.7803499802947045","0.7803499802947045","0.7803499802947045","0.8409499791264534","0.8409499791264534","0.8409499791264534","0.8841999815404415","0.8841999815404415","0.8841999815404415","0.9122499810159206","0.9122499810159206","0.9122499810159206","0.9387499836087226","0.9387499836087226","0.9387499836087226","0.9640249745547771","0.9640249745547771","0.9640249745547771"
"86","0.49159998670220373","0.49159998670220373","0.49159998670220373","0.6129999873787164","0.6129999873787164","0.6129999873787164","0.7063749840855599","0.7063749840855599","0.7063749840855599","0.780674978941679","0.780674978941679","0.780674978941679","0.8419499799609185","0.8419499799609185","0.8419499799609185","0.8858749794960022","0.8858749794960022","0.8858749794960022","0.9194499818980694","0.9194499818980694","0.9194499818980694","0.9427749831974507","0.9427749831974507","0.9427749831974507","0.9568499787151814","0.9568499787151814","0.9568499787151814"
"87","0.4977249865978956","0.4977249865978956","0.4977249865978956","0.609774988591671","0.609774988591671","0.609774988591671","0.7069499844312668","0.7069499844312668","0.7069499844312668","0.7803249809145928","0.7803249809145928","0.7803249809145928","0.8437499791383744","0.8437499791383744","0.8437499791383744","0.8860249802470207","0.8860249802470207","0.8860249802470207","0.9202749815583229","0.9202749815583229","0.9202749815583229","0.9474499817192554","0.9474499817192554","0.9474499817192554","0.9635999748110771","0.9635999748110771","0.9635999748110771"
"88","0.4967499877512455","0.4967499877512455","0.4967499877512455","0.6165999867767096","0.6165999867767096","0.6165999867767096","0.7106499829888344","0.7106499829888344","0.7106499829888344","0.786374978274107","0.786374978274107","0.786374978274107","0.8454249802231789","0.8454249802231789","0.8454249802231789","0.891174979954958","0.891174979954958","0.891174979954958","0.9240999814867973","0.9240999814867973","0.9240999814867973","0.9456749805808067","0.9456749805808067","0.9456749805808067","0.9622249746322632","0.9622249746322632","0.9622249746322632"
"89","0.496249986961484","0.496249986961484","0.496249986961484","0.6129499869793653","0.6129499869793653","0.6129499869793653","0.7127249830961228","0.7127249830961228","0.7127249830961228","0.788124980032444","0.788124980032444","0.788124980032444","0.8446499779820442","0.8446499779820442","0.8446499779820442","0.8937249794602394","0.8937249794602394","0.8937249794602394","0.9232749815285206","0.9232749815285206","0.9232749815285206","0.9452499820291996","0.9452499820291996","0.9452499820291996","0.9578249776363372","0.9578249776363372","0.9578249776363372"
"90","0.49949998684227465","0.49949998684227465","0.49949998684227465","0.6147749869525433","0.6147749869525433","0.6147749869525433","0.7097999848425388","0.7097999848425388","0.7097999848425388","0.7886499810218811","0.7886499810218811","0.7886499810218811","0.8470999790728092","0.8470999790728092","0.8470999790728092","0.891174980700016","0.891174980700016","0.891174980700016","0.9191249816119671","0.9191249816119671","0.9191249816119671","0.9470499810576439","0.9470499810576439","0.9470499810576439","0.9639499740302563","0.9639499740302563","0.9639499740302563"
"91","0.4985499884933233","0.4985499884933233","0.4985499884933233","0.6180499871075154","0.6180499871075154","0.6180499871075154","0.7128249825537205","0.7128249825537205","0.7128249825537205","0.7916999781131744","0.7916999781131744","0.7916999781131744","0.847199978530407","0.847199978530407","0.847199978530407","0.8904249808192253","0.8904249808192253","0.8904249808192253","0.9226999822258949","0.9226999822258949","0.9226999822258949","0.9428999817371368","0.9428999817371368","0.9428999817371368","0.9626499751210212","0.9626499751210212","0.9626499751210212"
"92","0.4988999869674444","0.4988999869674444","0.4988999869674444","0.6177499862760305","0.6177499862760305","0.6177499862760305","0.7133749844133854","0.7133749844133854","0.7133749844133854","0.7913499794900417","0.7913499794900417","0.7913499794900417","0.8513249789178371","0.8513249789178371","0.8513249789178371","0.8893749795854091","0.8893749795854091","0.8893749795854091","0.9228749822080136","0.9228749822080136","0.9228749822080136","0.9473999820649623","0.9473999820649623","0.9473999820649623","0.9674999719858169","0.9674999719858169","0.9674999719858169"
"93","0.49642498724162576","0.49642498724162576","0.49642498724162576","0.6205499857664108","0.6205499857664108","0.6205499857664108","0.7149249830842018","0.7149249830842018","0.7149249830842018","0.7942999787628651","0.7942999787628651","0.7942999787628651","0.8514749801158905","0.8514749801158905","0.8514749801158905","0.8963999824225902","0.8963999824225902","0.8963999824225902","0.9240499831736088","0.9240499831736088","0.9240499831736088","0.9439749804139137","0.9439749804139137","0.9439749804139137","0.9644749738276005","0.9644749738276005","0.9644749738276005"
"94","0.49927498765289785","0.49927498765289785","0.49927498765289785","0.6174499865621328","0.6174499865621328","0.6174499865621328","0.7179999826848507","0.7179999826848507","0.7179999826848507","0.7947999791800976","0.7947999791800976","0.7947999791800976","0.8532999789714814","0.8532999789714814","0.8532999789714814","0.893274979442358","0.893274979442358","0.893274979442358","0.9248499812185764","0.9248499812185764","0.9248499812185764","0.9480749808251858","0.9480749808251858","0.9480749808251858","0.9615249758958817","0.9615249758958817","0.9615249758958817"
"95","0.5007749874144792","0.5007749874144792","0.5007749874144792","0.6220249857008457","0.6220249857008457","0.6220249857008457","0.7200999823212624","0.7200999823212624","0.7200999823212624","0.7960999789834022","0.7960999789834022","0.7960999789834022","0.8544499795138836","0.8544499795138836","0.8544499795138836","0.8994499829411506","0.8994499829411506","0.8994499829411506","0.9279999831318855","0.9279999831318855","0.9279999831318855","0.949374980032444","0.949374980032444","0.949374980032444","0.9688499709963798","0.9688499709963798","0.9688499709963798"
"96","0.5026999873667956","0.5026999873667956","0.5026999873667956","0.6226499857753516","0.6226499857753516","0.6226499857753516","0.7188749824464321","0.7188749824464321","0.7188749824464321","0.7956499786674976","0.7956499786674976","0.7956499786674976","0.8537249790132045","0.8537249790132045","0.8537249790132045","0.8970249806344509","0.8970249806344509","0.8970249806344509","0.9274999809265136","0.9274999809265136","0.9274999809265136","0.9503499811887741","0.9503499811887741","0.9503499811887741","0.9687499715387822","0.9687499715387822","0.9687499715387822"
"97","0.5024999868124723","0.5024999868124723","0.5024999868124723","0.624974986165762","0.624974986165762","0.624974986165762","0.7198999838531017","0.7198999838531017","0.7198999838531017","0.7951499792933464","0.7951499792933464","0.7951499792933464","0.856874978095293","0.856874978095293","0.856874978095293","0.8963499803841114","0.8963499803841114","0.8963499803841114","0.9253249818086624","0.9253249818086624","0.9253249818086624","0.9475499805808067","0.9475499805808067","0.9475499805808067","0.961624975502491","0.961624975502491","0.961624975502491"
"98","0.5027749870717525","0.5027749870717525","0.5027749870717525","0.6229749866575003","0.6229749866575003","0.6229749866575003","0.7221499827504158","0.7221499827504158","0.7221499827504158","0.7948749801516533","0.7948749801516533","0.7948749801516533","0.8576999801397324","0.8576999801397324","0.8576999801397324","0.9023499815165996","0.9023499815165996","0.9023499815165996","0.9298749828338623","0.9298749828338623","0.9298749828338623","0.9462749813497067","0.9462749813497067","0.9462749813497067","0.9648749734461307","0.9648749734461307","0.9648749734461307"
"99","0.5001749872416258","0.5001749872416258","0.5001749872416258","0.6279749872535467","0.6279749872535467","0.6279749872535467","0.7205999825894832","0.7205999825894832","0.7205999825894832","0.8032499788701535","0.8032499788701535","0.8032499788701535","0.8580749796330929","0.8580749796330929","0.8580749796330929","0.9012749800086022","0.9012749800086022","0.9012749800086022","0.9273999819159507","0.9273999819159507","0.9273999819159507","0.9536749784648418","0.9536749784648418","0.9536749784648418","0.9697749717533588","0.9697749717533588","0.9697749717533588"
"100","0.5057749869674444","0.5057749869674444","0.5057749869674444","0.6253499863296748","0.6253499863296748","0.6253499863296748","0.724474983215332","0.724474983215332","0.724474983215332","0.799799979031086","0.799799979031086","0.799799979031086","0.8593749792873859","0.8593749792873859","0.8593749792873859","0.897424979954958","0.897424979954958","0.897424979954958","0.9291499823331832","0.9291499823331832","0.9291499823331832","0.9504499803483486","0.9504499803483486","0.9504499803483486","0.9677249725162983","0.9677249725162983","0.9677249725162983"
