"Step","cnn_dr_0.9 - val loss","cnn_dr_0.9 - val loss__MIN","cnn_dr_0.9 - val loss__MAX","cnn_dr_0.8 - val loss","cnn_dr_0.8 - val loss__MIN","cnn_dr_0.8 - val loss__MAX","cnn_dr_0.7 - val loss","cnn_dr_0.7 - val loss__MIN","cnn_dr_0.7 - val loss__MAX","cnn_dr_0.6 - val loss","cnn_dr_0.6 - val loss__MIN","cnn_dr_0.6 - val loss__MAX","cnn_dr_0.5 - val loss","cnn_dr_0.5 - val loss__MIN","cnn_dr_0.5 - val loss__MAX","cnn_dr_0.4 - val loss","cnn_dr_0.4 - val loss__MIN","cnn_dr_0.4 - val loss__MAX","cnn_dr_0.3 - val loss","cnn_dr_0.3 - val loss__MIN","cnn_dr_0.3 - val loss__MAX","cnn_dr_0.2 - val loss","cnn_dr_0.2 - val loss__MIN","cnn_dr_0.2 - val loss__MAX","cnn_dr_0.1 - val loss","cnn_dr_0.1 - val loss__MIN","cnn_dr_0.1 - val loss__MAX"
"15","1.9302110373973846","1.9302110373973846","1.9302110373973846","1.331872490644455","1.331872490644455","1.331872490644455","1.0518772065639497","1.0518772065639497","1.0518772065639497","0.9204834121465683","0.9204834121465683","0.9204834121465683","0.8213307005167008","0.8213307005167008","0.8213307005167008","0.783860890865326","0.783860890865326","0.783860890865326","0.7366878122091294","0.7366878122091294","0.7366878122091294","0.7514169704914093","0.7514169704914093","0.7514169704914093","0.7608739653229714","0.7608739653229714","0.7608739653229714"
"16","1.8597277629375457","1.8597277629375457","1.8597277629375457","1.3098610663414","1.3098610663414","1.3098610663414","1.0548913210630417","1.0548913210630417","1.0548913210630417","0.8837710297107697","0.8837710297107697","0.8837710297107697","0.81169289290905","0.81169289290905","0.81169289290905","0.7691284519433975","0.7691284519433975","0.7691284519433975","0.7446235096454621","0.7446235096454621","0.7446235096454621","0.7355247518420219","0.7355247518420219","0.7355247518420219","0.8213868886232376","0.8213868886232376","0.8213868886232376"
"17","1.8794607961177825","1.8794607961177825","1.8794607961177825","1.3055351877212524","1.3055351877212524","1.3055351877212524","1.032593622803688","1.032593622803688","1.032593622803688","0.891271864771843","0.891271864771843","0.891271864771843","0.8153939092159271","0.8153939092159271","0.8153939092159271","0.7576517915725708","0.7576517915725708","0.7576517915725708","0.7204063755273818","0.7204063755273818","0.7204063755273818","0.7603235292434692","0.7603235292434692","0.7603235292434692","0.8085180354118348","0.8085180354118348","0.8085180354118348"
"18","1.8283854949474334","1.8283854949474334","1.8283854949474334","1.3095702123641968","1.3095702123641968","1.3095702123641968","1.0445292866230012","1.0445292866230012","1.0445292866230012","0.8858862167596817","0.8858862167596817","0.8858862167596817","0.805291331410408","0.805291331410408","0.805291331410408","0.7489410066604614","0.7489410066604614","0.7489410066604614","0.7354239618778229","0.7354239618778229","0.7354239618778229","0.7647723853588104","0.7647723853588104","0.7647723853588104","0.8558154386281968","0.8558154386281968","0.8558154386281968"
"19","1.8441705334186553","1.8441705334186553","1.8441705334186553","1.2885678935050964","1.2885678935050964","1.2885678935050964","1.0317549061775209","1.0317549061775209","1.0317549061775209","0.8768843257427216","0.8768843257427216","0.8768843257427216","0.7846013224124908","0.7846013224124908","0.7846013224124908","0.7470249533653259","0.7470249533653259","0.7470249533653259","0.7453939926624298","0.7453939926624298","0.7453939926624298","0.7684406512975692","0.7684406512975692","0.7684406512975692","0.8168050527572632","0.8168050527572632","0.8168050527572632"
"20","1.852054090499878","1.852054090499878","1.852054090499878","1.2786531555652618","1.2786531555652618","1.2786531555652618","1.0087492114305496","1.0087492114305496","1.0087492114305496","0.8716747272014618","0.8716747272014618","0.8716747272014618","0.7929277163743973","0.7929277163743973","0.7929277163743973","0.75697281062603","0.75697281062603","0.75697281062603","0.743591725230217","0.743591725230217","0.743591725230217","0.773646821975708","0.773646821975708","0.773646821975708","0.8829514396190643","0.8829514396190643","0.8829514396190643"
"21","1.8149316716194153","1.8149316716194153","1.8149316716194153","1.2546593821048737","1.2546593821048737","1.2546593821048737","1.014570887684822","1.014570887684822","1.014570887684822","0.8677527064085007","0.8677527064085007","0.8677527064085007","0.7848281055688858","0.7848281055688858","0.7848281055688858","0.7495094829797745","0.7495094829797745","0.7495094829797745","0.7362242060899734","0.7362242060899734","0.7362242060899734","0.7911686545610428","0.7911686545610428","0.7911686545610428","0.9173143655061722","0.9173143655061722","0.9173143655061722"
"22","1.8360283970832825","1.8360283970832825","1.8360283970832825","1.2591250586509704","1.2591250586509704","1.2591250586509704","1.00425452709198","1.00425452709198","1.00425452709198","0.8650989907979966","0.8650989907979966","0.8650989907979966","0.7726557773351669","0.7726557773351669","0.7726557773351669","0.7535844057798385","0.7535844057798385","0.7535844057798385","0.7318432492017746","0.7318432492017746","0.7318432492017746","0.7796959280967712","0.7796959280967712","0.7796959280967712","0.8725672554969788","0.8725672554969788","0.8725672554969788"
"23","1.8278925073146821","1.8278925073146821","1.8278925073146821","1.2253975665569306","1.2253975665569306","1.2253975665569306","1.009456833600998","1.009456833600998","1.009456833600998","0.8769376307725907","0.8769376307725907","0.8769376307725907","0.7775522291660308","0.7775522291660308","0.7775522291660308","0.7492265349626541","0.7492265349626541","0.7492265349626541","0.7417160272598267","0.7417160272598267","0.7417160272598267","0.7965876924991607","0.7965876924991607","0.7965876924991607","0.926583046913147","0.926583046913147","0.926583046913147"
"24","1.825298819541931","1.825298819541931","1.825298819541931","1.2353367042541503","1.2353367042541503","1.2353367042541503","0.9849972778558731","0.9849972778558731","0.9849972778558731","0.8643569874763489","0.8643569874763489","0.8643569874763489","0.7764899802207946","0.7764899802207946","0.7764899802207946","0.7478976237773896","0.7478976237773896","0.7478976237773896","0.7404442691802978","0.7404442691802978","0.7404442691802978","0.8201579815149307","0.8201579815149307","0.8201579815149307","0.9103560283780098","0.9103560283780098","0.9103560283780098"
"25","1.7976774775981903","1.7976774775981903","1.7976774775981903","1.2257463335990906","1.2257463335990906","1.2257463335990906","1.0031085324287414","1.0031085324287414","1.0031085324287414","0.8648455762863159","0.8648455762863159","0.8648455762863159","0.7689043712615967","0.7689043712615967","0.7689043712615967","0.7526967972517014","0.7526967972517014","0.7526967972517014","0.7500644278526306","0.7500644278526306","0.7500644278526306","0.8167472487688064","0.8167472487688064","0.8167472487688064","0.9530815893411636","0.9530815893411636","0.9530815893411636"
"26","1.804320594072342","1.804320594072342","1.804320594072342","1.207575945854187","1.207575945854187","1.207575945854187","0.9877501136064529","0.9877501136064529","0.9877501136064529","0.8543665480613708","0.8543665480613708","0.8543665480613708","0.7648296242952347","0.7648296242952347","0.7648296242952347","0.7500618439912796","0.7500618439912796","0.7500618439912796","0.7481631511449813","0.7481631511449813","0.7481631511449813","0.8192622321844101","0.8192622321844101","0.8192622321844101","0.9818505537509918","0.9818505537509918","0.9818505537509918"
"27","1.7808423447608948","1.7808423447608948","1.7808423447608948","1.2211324262619019","1.2211324262619019","1.2211324262619019","0.9767802828550338","0.9767802828550338","0.9767802828550338","0.8373316556215287","0.8373316556215287","0.8373316556215287","0.7684110969305038","0.7684110969305038","0.7684110969305038","0.7515015095472336","0.7515015095472336","0.7515015095472336","0.7559868359565735","0.7559868359565735","0.7559868359565735","0.8410261395573616","0.8410261395573616","0.8410261395573616","0.9799701923131943","0.9799701923131943","0.9799701923131943"
"28","1.7871535480022431","1.7871535480022431","1.7871535480022431","1.2348319911956787","1.2348319911956787","1.2348319911956787","0.9694700735807419","0.9694700735807419","0.9694700735807419","0.8435675764083862","0.8435675764083862","0.8435675764083862","0.7642007505893708","0.7642007505893708","0.7642007505893708","0.750866767168045","0.750866767168045","0.750866767168045","0.7621505105495453","0.7621505105495453","0.7621505105495453","0.8332872876524925","0.8332872876524925","0.8332872876524925","0.9941444635391236","0.9941444635391236","0.9941444635391236"
"29","1.74679092168808","1.74679092168808","1.74679092168808","1.1931468391418456","1.1931468391418456","1.1931468391418456","0.9772009468078613","0.9772009468078613","0.9772009468078613","0.838409805893898","0.838409805893898","0.838409805893898","0.7716961699724197","0.7716961699724197","0.7716961699724197","0.7438194215297699","0.7438194215297699","0.7438194215297699","0.7553256577253342","0.7553256577253342","0.7553256577253342","0.8369074469804764","0.8369074469804764","0.8369074469804764","1.0045977920293807","1.0045977920293807","1.0045977920293807"
"30","1.752243082523346","1.752243082523346","1.752243082523346","1.2022144067287446","1.2022144067287446","1.2022144067287446","0.9595629358291626","0.9595629358291626","0.9595629358291626","0.8385636109113693","0.8385636109113693","0.8385636109113693","0.7596127450466156","0.7596127450466156","0.7596127450466156","0.7592270559072495","0.7592270559072495","0.7592270559072495","0.77131427526474","0.77131427526474","0.77131427526474","0.8571595162153244","0.8571595162153244","0.8571595162153244","1.0139469748735428","1.0139469748735428","1.0139469748735428"
"31","1.7370298075675965","1.7370298075675965","1.7370298075675965","1.1981922519207","1.1981922519207","1.1981922519207","0.9651639980077743","0.9651639980077743","0.9651639980077743","0.8397036421298981","0.8397036421298981","0.8397036421298981","0.750270836353302","0.750270836353302","0.750270836353302","0.7431202673912048","0.7431202673912048","0.7431202673912048","0.7726158133149147","0.7726158133149147","0.7726158133149147","0.8757912600040436","0.8757912600040436","0.8757912600040436","1.0189530578255654","1.0189530578255654","1.0189530578255654"
"32","1.7275547575950623","1.7275547575950623","1.7275547575950623","1.1864432621002197","1.1864432621002197","1.1864432621002197","0.945551478266716","0.945551478266716","0.945551478266716","0.8329157662391663","0.8329157662391663","0.8329157662391663","0.7681754493713379","0.7681754493713379","0.7681754493713379","0.7529534494876862","0.7529534494876862","0.7529534494876862","0.7628217649459839","0.7628217649459839","0.7628217649459839","0.872045505642891","0.872045505642891","0.872045505642891","1.0478904569149017","1.0478904569149017","1.0478904569149017"
"33","1.7143247497081757","1.7143247497081757","1.7143247497081757","1.1782656264305116","1.1782656264305116","1.1782656264305116","0.9396446388959885","0.9396446388959885","0.9396446388959885","0.8268991106748581","0.8268991106748581","0.8268991106748581","0.749192111492157","0.749192111492157","0.749192111492157","0.7573001620173454","0.7573001620173454","0.7573001620173454","0.7906977507472038","0.7906977507472038","0.7906977507472038","0.8879649469256401","0.8879649469256401","0.8879649469256401","1.062744397521019","1.062744397521019","1.062744397521019"
"34","1.725401462316513","1.725401462316513","1.725401462316513","1.17344722032547","1.17344722032547","1.17344722032547","0.9471003049612046","0.9471003049612046","0.9471003049612046","0.827502925992012","0.827502925992012","0.827502925992012","0.7574992042779922","0.7574992042779922","0.7574992042779922","0.7510527157783509","0.7510527157783509","0.7510527157783509","0.7850928896665573","0.7850928896665573","0.7850928896665573","0.9114950984716416","0.9114950984716416","0.9114950984716416","1.1140498024225236","1.1140498024225236","1.1140498024225236"
"35","1.7199639320373534","1.7199639320373534","1.7199639320373534","1.1777103960514068","1.1777103960514068","1.1777103960514068","0.9454881936311722","0.9454881936311722","0.9454881936311722","0.82881971180439","0.82881971180439","0.82881971180439","0.7589493858814239","0.7589493858814239","0.7589493858814239","0.7549264183640481","0.7549264183640481","0.7549264183640481","0.785124445259571","0.785124445259571","0.785124445259571","0.9125519052147866","0.9125519052147866","0.9125519052147866","1.09360320687294","1.09360320687294","1.09360320687294"
"36","1.6975496578216553","1.6975496578216553","1.6975496578216553","1.1668178510665894","1.1668178510665894","1.1668178510665894","0.9296531575918198","0.9296531575918198","0.9296531575918198","0.8223420768976212","0.8223420768976212","0.8223420768976212","0.7537039941549302","0.7537039941549302","0.7537039941549302","0.7669514426589013","0.7669514426589013","0.7669514426589013","0.791060225367546","0.791060225367546","0.791060225367546","0.9422633522748947","0.9422633522748947","0.9422633522748947","1.15251446723938","1.15251446723938","1.15251446723938"
"37","1.7069324195384978","1.7069324195384978","1.7069324195384978","1.1522538191080094","1.1522538191080094","1.1522538191080094","0.9488895630836487","0.9488895630836487","0.9488895630836487","0.816857283115387","0.816857283115387","0.816857283115387","0.7506705802679062","0.7506705802679062","0.7506705802679062","0.7446299934387207","0.7446299934387207","0.7446299934387207","0.7810646665096282","0.7810646665096282","0.7810646665096282","0.910748342871666","0.910748342871666","0.910748342871666","1.0867939400672912","1.0867939400672912","1.0867939400672912"
"38","1.7175721061229705","1.7175721061229705","1.7175721061229705","1.1485688608884812","1.1485688608884812","1.1485688608884812","0.9213890725374222","0.9213890725374222","0.9213890725374222","0.8181592530012131","0.8181592530012131","0.8181592530012131","0.7540941733121872","0.7540941733121872","0.7540941733121872","0.7732635849714279","0.7732635849714279","0.7732635849714279","0.7917429369688034","0.7917429369688034","0.7917429369688034","0.941438905596733","0.941438905596733","0.941438905596733","1.1099911212921143","1.1099911212921143","1.1099911212921143"
"39","1.711810258626938","1.711810258626938","1.711810258626938","1.158881717324257","1.158881717324257","1.158881717324257","0.9155022203922272","0.9155022203922272","0.9155022203922272","0.812872759103775","0.812872759103775","0.812872759103775","0.7486487528681756","0.7486487528681756","0.7486487528681756","0.7512831193208694","0.7512831193208694","0.7512831193208694","0.7922566068172455","0.7922566068172455","0.7922566068172455","0.9396352624893188","0.9396352624893188","0.9396352624893188","1.1050293081998825","1.1050293081998825","1.1050293081998825"
"40","1.7343424570560455","1.7343424570560455","1.7343424570560455","1.145000272989273","1.145000272989273","1.145000272989273","0.9323781311511994","0.9323781311511994","0.9323781311511994","0.8256556636095047","0.8256556636095047","0.8256556636095047","0.7566203925013543","0.7566203925013543","0.7566203925013543","0.7560078203678131","0.7560078203678131","0.7560078203678131","0.8178502970933914","0.8178502970933914","0.8178502970933914","0.9588243770599365","0.9588243770599365","0.9588243770599365","1.136646086871624","1.136646086871624","1.136646086871624"
"41","1.6770021116733551","1.6770021116733551","1.6770021116733551","1.1447391569614411","1.1447391569614411","1.1447391569614411","0.9294182127714157","0.9294182127714157","0.9294182127714157","0.819081820845604","0.819081820845604","0.819081820845604","0.7463052415847778","0.7463052415847778","0.7463052415847778","0.7541090235114097","0.7541090235114097","0.7541090235114097","0.7970189198851585","0.7970189198851585","0.7970189198851585","0.9715184235572815","0.9715184235572815","0.9715184235572815","1.1242175638675689","1.1242175638675689","1.1242175638675689"
"42","1.6776250970363618","1.6776250970363618","1.6776250970363618","1.1438619083166122","1.1438619083166122","1.1438619083166122","0.9186735582351685","0.9186735582351685","0.9186735582351685","0.817594045996666","0.817594045996666","0.817594045996666","0.7423343163728714","0.7423343163728714","0.7423343163728714","0.7574234300851822","0.7574234300851822","0.7574234300851822","0.8131526041030884","0.8131526041030884","0.8131526041030884","0.9643880528211594","0.9643880528211594","0.9643880528211594","1.1472965323925017","1.1472965323925017","1.1472965323925017"
"43","1.6593700444698334","1.6593700444698334","1.6593700444698334","1.1445642256736754","1.1445642256736754","1.1445642256736754","0.9148527628183365","0.9148527628183365","0.9148527628183365","0.8075523948669434","0.8075523948669434","0.8075523948669434","0.7518940338492394","0.7518940338492394","0.7518940338492394","0.7682615295052528","0.7682615295052528","0.7682615295052528","0.8244945776462554","0.8244945776462554","0.8244945776462554","0.9828943768143654","0.9828943768143654","0.9828943768143654","1.1906593042612075","1.1906593042612075","1.1906593042612075"
"44","1.673144246339798","1.673144246339798","1.673144246339798","1.1275831615924836","1.1275831615924836","1.1275831615924836","0.925945652127266","0.925945652127266","0.925945652127266","0.8105308002233506","0.8105308002233506","0.8105308002233506","0.7442260921001435","0.7442260921001435","0.7442260921001435","0.7665397757291794","0.7665397757291794","0.7665397757291794","0.8353659343719483","0.8353659343719483","0.8353659343719483","0.968412512242794","0.968412512242794","0.968412512242794","1.1977926045656204","1.1977926045656204","1.1977926045656204"
"45","1.6818413209915162","1.6818413209915162","1.6818413209915162","1.1203213602304458","1.1203213602304458","1.1203213602304458","0.9145272374153137","0.9145272374153137","0.9145272374153137","0.8084097927808762","0.8084097927808762","0.8084097927808762","0.7486563634872436","0.7486563634872436","0.7486563634872436","0.7636990705132485","0.7636990705132485","0.7636990705132485","0.815931094288826","0.815931094288826","0.815931094288826","0.9996052199602127","0.9996052199602127","0.9996052199602127","1.184295679330826","1.184295679330826","1.184295679330826"
"46","1.6642066395282746","1.6642066395282746","1.6642066395282746","1.1302072072029115","1.1302072072029115","1.1302072072029115","0.9211294364929199","0.9211294364929199","0.9211294364929199","0.8138185143470764","0.8138185143470764","0.8138185143470764","0.7695861148834229","0.7695861148834229","0.7695861148834229","0.7687705540657044","0.7687705540657044","0.7687705540657044","0.8458726072311401","0.8458726072311401","0.8458726072311401","0.9837180942296981","0.9837180942296981","0.9837180942296981","1.2631002634763717","1.2631002634763717","1.2631002634763717"
"47","1.648074234724045","1.648074234724045","1.648074234724045","1.1220671784877778","1.1220671784877778","1.1220671784877778","0.915619261264801","0.915619261264801","0.915619261264801","0.8120372277498246","0.8120372277498246","0.8120372277498246","0.7457709097862244","0.7457709097862244","0.7457709097862244","0.7685228058695793","0.7685228058695793","0.7685228058695793","0.8543082100152969","0.8543082100152969","0.8543082100152969","0.9926865726709366","0.9926865726709366","0.9926865726709366","1.2324037528038025","1.2324037528038025","1.2324037528038025"
"48","1.6653127765655518","1.6653127765655518","1.6653127765655518","1.1185262578725814","1.1185262578725814","1.1185262578725814","0.9174939656257629","0.9174939656257629","0.9174939656257629","0.7996580213308334","0.7996580213308334","0.7996580213308334","0.7588124811649323","0.7588124811649323","0.7588124811649323","0.7870441740751266","0.7870441740751266","0.7870441740751266","0.8463150048255921","0.8463150048255921","0.8463150048255921","1.0219701603055","1.0219701603055","1.0219701603055","1.2305734395980834","1.2305734395980834","1.2305734395980834"
"49","1.6436953592300414","1.6436953592300414","1.6436953592300414","1.1150434350967406","1.1150434350967406","1.1150434350967406","0.9065024036169053","0.9065024036169053","0.9065024036169053","0.8001972484588623","0.8001972484588623","0.8001972484588623","0.7426237189769744","0.7426237189769744","0.7426237189769744","0.7743364429473877","0.7743364429473877","0.7743364429473877","0.8298262551426887","0.8298262551426887","0.8298262551426887","1.012512844800949","1.012512844800949","1.012512844800949","1.2769039034843446","1.2769039034843446","1.2769039034843446"
"50","1.6323707950115205","1.6323707950115205","1.6323707950115205","1.0999405032396317","1.0999405032396317","1.0999405032396317","0.8952763175964356","0.8952763175964356","0.8952763175964356","0.80210558116436","0.80210558116436","0.80210558116436","0.743080735206604","0.743080735206604","0.743080735206604","0.7653461116552353","0.7653461116552353","0.7653461116552353","0.8267273199558258","0.8267273199558258","0.8267273199558258","1.047927162051201","1.047927162051201","1.047927162051201","1.2812132322788239","1.2812132322788239","1.2812132322788239"
"51","1.652948944568634","1.652948944568634","1.652948944568634","1.1160964113473892","1.1160964113473892","1.1160964113473892","0.8982817262411118","0.8982817262411118","0.8982817262411118","0.7948453265428543","0.7948453265428543","0.7948453265428543","0.7351998651027679","0.7351998651027679","0.7351998651027679","0.7689854037761689","0.7689854037761689","0.7689854037761689","0.8377289718389511","0.8377289718389511","0.8377289718389511","1.0258329689502717","1.0258329689502717","1.0258329689502717","1.3038561296463014","1.3038561296463014","1.3038561296463014"
"52","1.6115130400657653","1.6115130400657653","1.6115130400657653","1.0903608572483063","1.0903608572483063","1.0903608572483063","0.8962693059444428","0.8962693059444428","0.8962693059444428","0.8090711855888366","0.8090711855888366","0.8090711855888366","0.7380103486776352","0.7380103486776352","0.7380103486776352","0.76951455026865","0.76951455026865","0.76951455026865","0.8495705831050873","0.8495705831050873","0.8495705831050873","1.0253075939416885","1.0253075939416885","1.0253075939416885","1.2560391587018966","1.2560391587018966","1.2560391587018966"
"53","1.6294621515274048","1.6294621515274048","1.6294621515274048","1.0806934010982514","1.0806934010982514","1.0806934010982514","0.8999959588050842","0.8999959588050842","0.8999959588050842","0.8115164363384246","0.8115164363384246","0.8115164363384246","0.7406358969211578","0.7406358969211578","0.7406358969211578","0.7709132200479507","0.7709132200479507","0.7709132200479507","0.8453574711084366","0.8453574711084366","0.8453574711084366","1.0301024931669236","1.0301024931669236","1.0301024931669236","1.3037986165285111","1.3037986165285111","1.3037986165285111"
